Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Kassim N.M.","14035870700;","Telecommunication industry in Malaysia: Demographics effect on customer expectations, performance, satisfaction and retention",2006,"Asia Pacific Business Review","12","4",,"437","463",,15,"10.1080/13602380600571401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749164293&doi=10.1080%2f13602380600571401&partnerID=40&md5=e40204886375dd48fd7f9abffb0014d2","Department of Management and Marketing, College of Business and Economics, University of Qatar, Doha, Qatar","Kassim, N.M., Department of Management and Marketing, College of Business and Economics, University of Qatar, Doha, Qatar","This study examined differences in customer expectations, perceptions of performance and satisfaction and retention of telecommunications service quality in the multi-ethnic environment of Malaysia. Analysis of multivariate covariance was used to determine the effect of a number of demographic variables (gender, ethnic, age, marital, education and income). Overall, the findings suggested that some demographic variables have significant effects on some dimensions involved in expectations, perceptions of performance and satisfaction, and retention with income having the most effects and gender, ethnic, and marital status having the least effects. Those dimensions include service coverage, billing integrity, quality of line, customer service and customer service outlet.","Demographics; Expectations; Performance; Retention; Satisfaction; Telecommunications","covariance analysis; demographic survey; multivariate analysis; population characteristics; service sector; telecommunication; Asia; Eurasia; Malaysia; Southeast Asia",Article,"Final","",Scopus,2-s2.0-33749164293
"Hansen J.A., Lehmann M.","35120210600;57197491934;","Agents of change: universities as development hubs",2006,"Journal of Cleaner Production","14","9-11",,"820","829",,60,"10.1016/j.jclepro.2005.11.048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748333267&doi=10.1016%2fj.jclepro.2005.11.048&partnerID=40&md5=75feac69fa29f68940c335554b5c8c54","Department of Life Sciences, Aalborg University, Sohngaardsholmsvej 57, DK, 9000 Aalborg, Denmark; Department of Business Studies, Aalborg University, Fibigerstraede 4, DK, 9220 Aalborg East, Denmark","Hansen, J.A., Department of Life Sciences, Aalborg University, Sohngaardsholmsvej 57, DK, 9000 Aalborg, Denmark; Lehmann, M., Department of Business Studies, Aalborg University, Fibigerstraede 4, DK, 9220 Aalborg East, Denmark","Capacity building for sustainable development has been a targeted activity over the last decade through university and university consortia networking. Universities from Africa (Botswana and South Africa), Asia (Malaysia and Thailand), Central America (Costa Rica, El Salvador and Nicaragua) and Europe (Denmark) participated with graduate students and faculty. Initially, some programmes emphasised research and others higher education, but eventually a blend of research and higher education was found to be more productive. Links to external partners in public and private business have been established and have proven to be successful in terms of mutual benefits. Activities comprised joint evolution of new study curricula (including a shift of the learning paradigm to problem-oriented and project-based learning), human resource development, and joint research. The results are promising in terms of concrete results within each type of activity and together they provide vital steps in capacity building in tertiary education to the benefit of development and environment. Universities should play a central role in such global efforts to strengthen tertiary education. Modes of operation are still deficient, but ""universities as development hubs"" is suggested as a concept to study further and modify to needs. Some of the results and their implications are presented in this paper and more are documented in the references that are cited. In short, universities, in joint action with business and society at large are necessary though not sufficient prerequisites for constructing and maintaining knowledge societies. Such action is equally important in established and developing economies. © 2006 Elsevier Ltd. All rights reserved.","Auto-learning society; Capacity development; Problem oriented and project based learning; Sustainable development; University outreach","Knowledge based systems; Learning systems; Problem oriented languages; Social aspects; Students; Auto-learning society; Capacity development; Problem oriented and project based learning; University outreach; Sustainable development",Article,"Final","",Scopus,2-s2.0-33748333267
"Ambak M.A., Jalal K.C.A.","7801528575;8686852500;","Sustainability issues of reservoir fisheries in Malaysia",2006,"Aquatic Ecosystem Health and Management","9","2",,"165","173",,14,"10.1080/14634980600701468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745271541&doi=10.1080%2f14634980600701468&partnerID=40&md5=e9f322759daf14161c37653ea6bd7da5","Institute of Tropical Aquaculture, College University of Science and Technology Malaysia, KUSTEM, 21030 Kuala Terengganu, Malaysia; Faculty of Science, International Islamic University Malaysia, Jln. Gombak, 53100 KL, Malaysia","Ambak, M.A., Institute of Tropical Aquaculture, College University of Science and Technology Malaysia, KUSTEM, 21030 Kuala Terengganu, Malaysia; Jalal, K.C.A., Faculty of Science, International Islamic University Malaysia, Jln. Gombak, 53100 KL, Malaysia","The main activity in lakes and reservoirs in Malaysia is, and always has been, fishing. The annual fish production from lakes and reservoirs in Malaysia is estimated to be 3,950 metric tons, and freshwater fish are a valuable source of protein for the rural population. Therefore, the fisheries and the fish resources of the lakes and reservoirs should be carefully maintained. In general the fish stocks are degrading and a concerted effort is required to maintain exploitable resources at a sustainable level. This paper describes the existing problems, issues and remedial actions required for the restoration of the fisheries resources in Malaysia. It includes the nature of the resource and environment, conformity to rules and regulations, and consideration of the needs of all stakeholders. The paper also highlights the role of the Local Government Authorities in the upkeep of the lakes' ecosystems, technology developments, legislations, institutions and socio-economic aspects of fisheries for the sustainable development of reservoir fisheries in Malaysia. Copyright © 2006 AEHMS.","Fish production; Freshwater; Tropical lakes",,Review,"Final","",Scopus,2-s2.0-33745271541
"Ghazali N.H.M.","14019365500;","Coastal erosion and reclamation in Malaysia",2006,"Aquatic Ecosystem Health and Management","9","2",,"237","247",,31,"10.1080/14634980600721474","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745249558&doi=10.1080%2f14634980600721474&partnerID=40&md5=07af116395020c3b269a97f33d3e4fb3","Coastal Engineering Division, Department of Irrigation and Drainage Malaysia, Jalan Sultan Salahuddin, 50626 Kuala Lumpur, Malaysia","Ghazali, N.H.M., Coastal Engineering Division, Department of Irrigation and Drainage Malaysia, Jalan Sultan Salahuddin, 50626 Kuala Lumpur, Malaysia","Reclamation, a human activity that can transform an entire environment in a relatively short time, epitomizes one of the pinnacles of engineering achievement - creation of new landmass. As demonstrated by the construction of the Chek Lap Kok and Kansai airports in Hong Kong and Japan respectively, whole new islands can be created in this way and, in the process, landscapes, eco-systems and livelihoods could be altered. Considering the potential and major implications, reclamation projects call for a comprehensive assessment of environmental impacts ranging from the direct to the residual, and from the quantifiable to the intangible. Reclamation works have been carried out along Malaysia's coast since the 1950s but it was only in the 1990s that it has captured much public attention, and mostly, due to the conceptual proposals of several large scale reclamation plans along the coast of Peninsular Malaysia facing the Straits of Malacca. This chapter describes the history of erosion control and reclamation works in Malaysia and discusses the initiatives carried out to address the problems they pose. Copyright © 2006 AEHMS.","Coastline; Mangroves; Shoreline protection",,Review,"Final","",Scopus,2-s2.0-33745249558
"Morrison P.S., Murray W.E., Ngidang D.","7201664134;7201983356;6507580839;","Promoting indigenous entrepreneurship through small-scale contract farming: The poultry sector in Sarawak, Malaysia",2006,"Singapore Journal of Tropical Geography","27","2",,"191","206",,20,"10.1111/j.1467-9493.2006.00253.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845430912&doi=10.1111%2fj.1467-9493.2006.00253.x&partnerID=40&md5=f28c2b92ef5530598191af232dedd86b","Institute of Geography, School of Earth Sciences, Victoria University of Wellington, Wellington, New Zealand; Faculty of Social Science, Universiti Malaysia Sarawak, Kota Samarahan, Sarawak, Malaysia","Morrison, P.S., Institute of Geography, School of Earth Sciences, Victoria University of Wellington, Wellington, New Zealand; Murray, W.E., Institute of Geography, School of Earth Sciences, Victoria University of Wellington, Wellington, New Zealand; Ngidang, D., Faculty of Social Science, Universiti Malaysia Sarawak, Kota Samarahan, Sarawak, Malaysia","Studies have consistently shown that in the relatively unregulated environments of the global economic periphery contract farming has led to highly regressive socioeconomic outcomes. Contract farming is not inherently regressive for the small farm sector however. In the state of Sarawak, Malaysia, contract farming is used as part of an affirmative action programme that trains indigenous smallholders in commercial poultry production. The public sector quasi-market constructed by state purchasers and subsidiary suppliers is one that recognizes the smallholders' limited access to collateral and technical skills and their need to supplement rather than totally replace the incomes already derived from diverse agricultural and off-farm sources. The state-administered contract scheme is part of a broader national goal to eradicate poverty, raise rural incomes and ultimately, develop indigenous entrepreneurship. In the shorter and medium term, as the paper shows, the small-scale public contract scheme, which itself operates within the protected domestic poultry sector in Sarawak, is more likely to support disadvantaged 'bumiputra minorities' than produce a pool of competitive entrepreneurs. © 2006 The Authors; Journal compilation. © 2006 Department of Geography, National University of Singapore and Blackwell Publishing Asia Pty Ltd.","Bumiputra; Contracting; Malaysia; Poultry; Protection; Smallholder","contract farming; ethnic minority; indigenous population; livestock farming; poultry; public sector; small scale industry; smallholder; Asia; East Malaysia; Eurasia; Malaysia; Sarawak; Southeast Asia",Article,"Final","",Scopus,2-s2.0-33845430912
"Begum R.A., Siwar C., Pereira J.J., Jaafar A.H.","14007780000;6506959872;7401895356;27170837600;","A benefit-cost analysis on the economic feasibility of construction waste minimisation: The case of Malaysia",2006,"Resources, Conservation and Recycling","48","1",,"86","98",,172,"10.1016/j.resconrec.2006.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744941582&doi=10.1016%2fj.resconrec.2006.01.004&partnerID=40&md5=67fe759677d1eea2c72c53c3361579de","Institute for Environment and Development (LESTARI), Universiti Kebangsaan Malaysia, Bangi, 43600 Selangor D.E., Malaysia; Faculty of Economics, Universiti Kebangsaan Malaysia, Bangi, 43600 Selangor D.E., Malaysia","Begum, R.A., Institute for Environment and Development (LESTARI), Universiti Kebangsaan Malaysia, Bangi, 43600 Selangor D.E., Malaysia; Siwar, C., Institute for Environment and Development (LESTARI), Universiti Kebangsaan Malaysia, Bangi, 43600 Selangor D.E., Malaysia; Pereira, J.J., Institute for Environment and Development (LESTARI), Universiti Kebangsaan Malaysia, Bangi, 43600 Selangor D.E., Malaysia; Jaafar, A.H., Faculty of Economics, Universiti Kebangsaan Malaysia, Bangi, 43600 Selangor D.E., Malaysia","Construction waste is becoming a serious environmental problem in many large cities in the world. In Malaysia, the construction industry generates lots of construction waste which caused significant impacts on the environment and aroused growing public concern in the local community. Thus, the minimisation of construction wastes has become a pressing issue. This paper is based on a case study which involved construction waste generation and composition as well as reuse and recycling in the site. The case study also analysed the economic feasibility of waste minimisation such as reusing and recycling of construction waste materials by performing a benefit-cost analysis. This study provides an idea of the amount of waste generation, sources and compositions as well as reuse and recycling of materials on the construction sites taking into account the economic dimension. The study shows that waste minimisation is economically feasible and also plays an important role for the improvement of environmental management. In this view, economic instruments for minimising construction waste can be used to raise revenue for environmental policy, encourage prevention efforts, serve to discourage the least desirable disposal practices, as well as to avoid the negative consequences of environmental unfriendly treatment and disposal practices of construction waste materials. © 2006 Elsevier B.V. All rights reserved.","Benefit-cost analysis; Construction waste materials; Reduce, reuse and recycling; Waste generation","Construction; Cost benefit analysis; Environmental impact; Recycling; Waste management; Waste treatment; Benefit-cost analysis; Construction waste materials; Reduce, reuse, recycling; Waste generation; Solid wastes; Construction; Cost benefit analysis; Environmental impact; Recycling; Solid wastes; Waste management; Waste treatment; construction material; cost-benefit analysis; environmental impact; environmental policy; feasibility study; recycling; solid waste; waste management; article; building material; chemical composition; cost benefit analysis; economic evaluation; environmental impact; environmental management; feasibility study; Malaysia; municipal solid waste; policy; recycling; waste disposal; waste management; Asia; Eurasia; Malaysia; Southeast Asia",Article,"Final","",Scopus,2-s2.0-33744941582
"Los C.A.","6603242403;","System identification in noisy data environments: An application to six Asian stock markets",2006,"Journal of Banking and Finance","30","7",,"1997","2024",,1,"10.1016/j.jbankfin.2005.04.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744943308&doi=10.1016%2fj.jbankfin.2005.04.029&partnerID=40&md5=d4129e81f3b3a5ca9568e53f31ebbed3","EMEPS Associates, Inc., Wilmington, DE 19886, United States","Los, C.A., EMEPS Associates, Inc., Wilmington, DE 19886, United States","This paper analyzes the systematic relationship between the stock market valuations, the nominal GDPs and the interest rates of six Asian countries, using not ""single equation regression"", but an alternative methodology based on complete, multidirectional, least squares projections in the tradition of Frisch (1934). We compare the results with the spectral analysis of the information matrices and determine the noise levels. The objective is to extract the multidimensional economic system structures from the noisy empirical observations. This complete methodology sharply contrasts with the incomplete methodology of Fama [Fama, E.F., 1990. Stock returns, expected returns, and real activity. Journal of Finance 45, 1089-1108] and Schwert [Schwert, G.W., 1990. Stock returns and real activity: A century of evidence. Journal of Finance 45, 1237-1257], etc., who presume planal relations, fit them to the multidimensional data by only one prejudiced unidirectional projection, thereby ignoring between 75% and 92% of the available covariance information and not publishing all possible model projections. The results in this paper show that the analyzed countries are better analyzed using such complete multidirectional LS projections, even though the analysis is combinatorially much more complex. All six Asian financial-economic systems are high data noise environments, in which it is very difficult to separate the systematic signals from the noise. Because of these high noise levels, spectral analysis is very unreliable. We identify Taiwan's stock market, economy and financial market to be rationally coherent. In contrast, Malaysia, Singapore, Philippines and Indonesia show only partially coherent systems, while no coherent system can be identified among Japan's data. © 2005 Elsevier B.V. All rights reserved.","Asian economies; Complete least squares; Covariance analysis; Financial-economic system; Multivariate-multidimensional modelling; Projections; System identification",,Article,"Final","",Scopus,2-s2.0-33744943308
"Murty O.P., Ming C.J., Ezani M.A., Yan P.K., Yong T.C.","6701384380;16301807200;16300649000;16302792200;16302603400;","Physical injuries in fatal and non-fatal child abuse cases: A review of 16 years with hands on experience of 2 years in Malaysia",2006,"International Journal of Medical Toxicology and Legal Medicine","9","1",,"33","43",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247881820&partnerID=40&md5=4971dc9770f0b30a3ff11cb614bbc0a1","Department of Forensic Medicine and Toxicology, All India Institute of Medical Sciences, New Delhi 10029, India; Department of Pathology, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia","Murty, O.P., Department of Forensic Medicine and Toxicology, All India Institute of Medical Sciences, New Delhi 10029, India; Ming, C.J., Department of Pathology, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia; Ezani, M.A., Department of Pathology, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia; Yan, P.K., Department of Pathology, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia; Yong, T.C., Department of Pathology, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia","This paper discusses the patterns of fatal non-accidental injury among children in Malaysia relating to ethnic groups, age, sex, pattern of injuries, causative factors, and social economical background. This study was aimed to identify the causes of child abuse, the issues that could give rise to child abuse incidence, common sites that led to fatality and identification of party involved for these child abuse cases. The autopsy reports of the victims for last sixteen years were reviewed at UMMC. A total of 23 cases of child abuse were land during this time span. It was noticed that the number of cases were increasing yearly with year 2005 having the most number of cases (4 cases). 82.61% of the victims were children under the age of 3 and there was no significant difference between the two genders in this study. Most victims were Malay (34.78%), followed by Chinese (30.43%), Indian (21.74 %) and other ethnic groups (4.35 %). Urban areas had the highest incidence (78.3%). Parents were the most common perpetrators (52.17%). 60.9% were brought dead. Most of death' were labeled as unascertained/others (43.48%), followed by cranial-cerebral injury (26.1 %). Results showed that 45.5% cases presented with bruises, and 45.5% cases presented with trauma in head and neck regions. In the central nervous system, hemorrhage and skull fracture were the two most common injuries. In conclusion, this study supports previous researches in the field that a wide range of factors in the parental background, socio-economic and family environments affect the risk of child maltreatment. It also supports that injuries to the central nervous system ware the main cause of death and bruises were the most significant external injuries in victims of child abuse Separate section on a photographic representation of few cases from on hand experience of fatal and non-fatal child abuse, to make the study more educative.","Child abuse; Child neglect; Physical injuries","insecticide; pesticide; adolescent; age distribution; article; autopsy; brain hemorrhage; child; child abuse; childhood injury; Chinese; clinical article; ethnicity; family life; female; forensic pathology; head and neck injury; human; incidence; Indian; Malaysia; male; mortality; offender; parental behavior; risk assessment; risk factor; sex difference; skull fracture; socioeconomics; urban area",Article,"Final","",Scopus,2-s2.0-34247881820
"Law A.T., Hii Y.S.","7102019903;23009008600;","Status, impacts and mitigation of hydrocarbon pollution in the Malaysian seas",2006,"Aquatic Ecosystem Health and Management","9","2",,"147","158",,4,"10.1080/14634980600701583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745286304&doi=10.1080%2f14634980600701583&partnerID=40&md5=2e0e7cae21255ede2b16ac60a241e691","Institute of Oceanography, Kolej Universiti Sains Dan Teknologi Malaysia, Kuala Terengganu, Terengganu, Malaysia","Law, A.T., Institute of Oceanography, Kolej Universiti Sains Dan Teknologi Malaysia, Kuala Terengganu, Terengganu, Malaysia; Hii, Y.S., Institute of Oceanography, Kolej Universiti Sains Dan Teknologi Malaysia, Kuala Terengganu, Terengganu, Malaysia","Straits of Malacca and South China Sea are vulnerable to oil pollution because of the huge amount of crude oil transported through these waters annually. The present level of oil pollution in these waters is between 150-300 μg L-1 in water and 70-100 mg kg-1 in sediment. Whenever there is an oil spill in the Straits of Malacca, the level of oil in water could be raised to higher than 500 μg L-1. Crude oil, especially the aromatic hydrocarbon fraction, is highly toxic to marine organisms. The index of oil pollution for marine environments is set at 1000 μg L-1 oil in water and 100 mg kg - 1 oil in sediment. The non-effect level of oil on organisms is about 50 μg L-1 in the tropical sea. Toxicological studies demonstrated that the present level of oil pollution in seawater has some chronic effects on the growth and hatching rate of marine organisms. Thus, technologies are being actively pursued and developed for reducing the oil contamination in water to lower than 50 μg L -1 to protect marine organisms. This paper will review the status of hydrocarbon pollution in the Malaysian seas and the impacts on Malaysian marine environments, as well as the techniques used to combat oil spills, and the management strategies in place to secure environmental safety in Malaysia. Copyright © 2006 AEHMS.","Contingency plan; Oil combating technologies; Oil pollution",,Review,"Final","",Scopus,2-s2.0-33745286304
"Yusoff F.M., Shariff M., Gopinath N.","6601973361;7004321940;14019271500;","Diversity of Malaysian aquatic ecosystems and resources",2006,"Aquatic Ecosystem Health and Management","9","2",,"119","135",,24,"10.1080/14634980600713315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745240430&doi=10.1080%2f14634980600713315&partnerID=40&md5=cce62f2caaa5d512bd587639f83cf68a","Department of Biology, Faculty of Science, Universiti Putra Malaysia, 43400, Serdang, Selangor, Malaysia; Department of Clinical Veterinary Studies, Faculty of Veterinary Medicine and Animal Science, Universiti Putra Malaysia, 43400, Serdang, Selangor, Malaysia; Fanli and Consultancy, No. 11, Jalan SS2/67, 47300 Petaling Jaya, Malaysia","Yusoff, F.M., Department of Biology, Faculty of Science, Universiti Putra Malaysia, 43400, Serdang, Selangor, Malaysia; Shariff, M., Department of Clinical Veterinary Studies, Faculty of Veterinary Medicine and Animal Science, Universiti Putra Malaysia, 43400, Serdang, Selangor, Malaysia; Gopinath, N., Fanli and Consultancy, No. 11, Jalan SS2/67, 47300 Petaling Jaya, Malaysia","Malaysia has rich aquatic ecosystems that supply vital resources such as water, food, medicine, commercial aquatic resources, energy and transport for economic and social development of its people. In addition, they also provide other services such as flood control, erosion prevention and shoreline protection, recreational fisheries and resources for tourism industry. However, the ubiquitous and abundant supplies of these resources in the past have resulted in minimal concern about their conservation and sustainable exploitation. In fact, these resources are continuously threatened by human activities such as overexploitation of living resources, massive land reclamation and development, discharge of harmful industrial and domestic wastes, and large energy development projects. Threats to the sustainability of these resources in the form of land-based and sea-based pollution are becoming serious, and have affected the health and wealth of the people. The manifestations of the disregard to the aquatic environment are already obvious, as evidenced by the frequent reports on water shortage, polluted rivers and seas, decrease in fisheries commodities, decline of aesthetic values in water-based recreational areas and decrease in biodiversity. Various laws and regulations have not been able to deter some of these ecosystems from being continually exploited on unsustainable basis. Concerted efforts from all stakeholders are critical to protect these valuable ecosystems such that their resources would continue to provide life necessities for generations to come. Preventive measures, such as the implementation of holistic environmental management, increased public education and the early use of efficient and cost-effective pollution control measures through research efforts and the acquisition of clean technology, should be implemented to achieve desired level of pollution abatement. These efforts by the Government should be complemented and supplemented by investments from the private sector to achieve a clean, healthy and productive aquatic environment for both present and future generations. Copyright © 2006 AEHMS.","Aquatic resources; Problems; Remedial measures",,Review,"Final","",Scopus,2-s2.0-33745240430
"Marlow P.B., Gardner B.M.","6602279186;7103317535;","The marine electronic highway in the Straits of Malacca and Singapore - An assessment of costs and key benefits",2006,"Maritime Policy and Management","33","2",,"187","202",,10,"10.1080/03088830600613037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646434255&doi=10.1080%2f03088830600613037&partnerID=40&md5=a84324950ed762c3bfbce7348945f90e","Cardiff Business School, Cardiff University, Cardiff, United Kingdom","Marlow, P.B., Cardiff Business School, Cardiff University, Cardiff, United Kingdom; Gardner, B.M., Cardiff Business School, Cardiff University, Cardiff, United Kingdom","The Straits of Malacca and Singapore are an important trade route linking the Indian Ocean to the South China Sea and Pacific Ocean. They are also rich in resources and support a range of activities that benefit the economies of the littoral states (Indonesia, Malaysia and Singapore). This important shipping route is a very congested waterway and the authorities are keen to improve navigation facilities to promote ship safety and reduce the risk of groundings, collisions and accidents. This will also help to protect the marine environment from the effects of pollution and hence reduce its damaging impact on activities related to the Straits, e.g. fisheries and tourism. The Marine Electronic Highway (MEH) is an attempt to bring together maritime safety technologies and environmental management systems. The paper examines the costs of providing such a highway and considers some of the benefits which could accrue from its implementation. The analysis, conducted in the form of a cost-benefit study, clearly shows the economic viability of the scheme. © 2006 Taylor & Francis.",,"Accident prevention; Costs; Freight transportation; International trade; Waterway transportation; accident prevention; collision avoidance; cost-benefit analysis; maritime trade; pollution control; shipping; transportation safety; Asia; Eurasia; Southeast Asia; Strait of Malacca; Strait of Singapore",Conference Paper,"Final","",Scopus,2-s2.0-33646434255
"Blackman A.","7004294360;","Small firms and the environment in developing countries: Collective impacts, collective action",2006,"Small Firms and the Environment in Developing Countries: Collective Impacts, Collective Action",,,,"1","246",,31,"10.4324/9781936331321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909146155&doi=10.4324%2f9781936331321&partnerID=40&md5=f9c72db7691090fb8fcdc028762da4ab","Resources for the Future, United States","Blackman, A., Resources for the Future, United States","Small firms - including 'microenterprises' and 'small and medium enterprises' (SMEs) - play a vital economic role in developing countries. They typically provide half of all jobs. In addition, they foster entrepreneurship and help key sectors adapt to changing market conditions. In light of these benefits, programs promoting small firms have become a cornerstone of economic development policy. Increasingly, however, scholars and policymakers are also exploring the link between small firms and the environment. The first compendium of research and policy analysis on this topic, this book is organized around three questions: How important is small firm pollution? Will forcing small firms to comply with environmental regulations exacerbate unemployment and poverty? And what policy options are available to control small firm pollution? Eleven case studies from China, Ecuador, Honduras, India, Malaysia, and Mexico address these questions. They compare the environmental damages caused by small firms and large ones. They explore the positive and negative economic consequences of pollution control strategies focusing on small firms, the administrative challenges of regulating thousands of firms which are often unregistered and unknown to the government, and they describe innovative approaches for persuading small firms to implement effective pollution controls. The case studies cover a variety of industrial sectors including ceramics, leather tanning, textiles, and agro-industry, and evaluate a wide range of environmental management strategies that include encouraging collective action among small firms, creating economic incentives for pollution control, and helping small firms adopt clean technologies and environmental management systems. Many of the chapters are groundbreaking, addressing topics new to the literature?for example, the role of international trade in greening small firms, and funding small firm pollution control projects by linking them to efforts to stem global warming. Highly readable, Small Firms and the Environment in Developing Countries is a valuable text for courses in development policy and economics that have an environmental component or focus. It will also prove of interest to development workers, policymakers in developing countries, and students and scholars of environmental policy and law. © 2006 by Resources for the Future. All rights reserved. All rights reserved.",,,Book,"Final","",Scopus,2-s2.0-84909146155
"Caspersz D.","12803488400;","The 'talk' versus the 'walk': High performance work systems, labour market flexibility and lessons from Asian workers",2006,"Asia Pacific Business Review","12","2",,"149","161",,15,"10.1080/13602380500532214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645634302&doi=10.1080%2f13602380500532214&partnerID=40&md5=a598eb7b73f2328c2307618cef5ebd9e","Organisational and Labour Studies, M261 University of Western Australia Business School, University of Western Australia, 35 Stirling Highway, Nedlands, WA 6009, Australia","Caspersz, D., Organisational and Labour Studies, M261 University of Western Australia Business School, University of Western Australia, 35 Stirling Highway, Nedlands, WA 6009, Australia","High commitment or high performance work systems (HPWS) are a managerial approach aimed at facilitating high performance companies by transforming employees from merely being workers into partners with employers in realizing company goals. To achieve this HPWS use human resource practices that draw on employee commitment, involvement and empowerment. The pursuit of HPWS with employees in export-oriented industries (EOI) in newly industrializing economies (NIEs) of Malaysia and Sri Lanka is explored here. The discussion confirms a number of difficulties in realizing the aims of an HPWS approach because employers simultaneously pursue labour market flexibility (LMF) practices. As a result, this hybrid labour management model fractures workers' commitment thus leading to a mismatch between the 'talk' and 'walk' of HPWS in these environments with significant implications for employers. © 2006 Taylor & Francis.","High performance work systems; Implementation; Malaysia; Sri Lanka","labor market; Asia; Eurasia",Article,"Final","",Scopus,2-s2.0-33645634302
"Halbreich U., Karkun S.","7006157752;8634404300;","Cross-cultural and social diversity of prevalence of postpartum depression and depressive symptoms",2006,"Journal of Affective Disorders","91","2-3",,"97","111",,417,"10.1016/j.jad.2005.12.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645009780&doi=10.1016%2fj.jad.2005.12.051&partnerID=40&md5=d28b0c7d598f567db7b2e75581ecc2ed","Biobehavioral Program, State University of New York at Buffalo, Hayes Annex C, 3435 Main Street, Buffalo, NY 14214, United States","Halbreich, U., Biobehavioral Program, State University of New York at Buffalo, Hayes Annex C, 3435 Main Street, Buffalo, NY 14214, United States; Karkun, S., Biobehavioral Program, State University of New York at Buffalo, Hayes Annex C, 3435 Main Street, Buffalo, NY 14214, United States","Background: The prevalence of postpartum depression (PPD) is currently considered to be 10-15%. Most studies were performed with a brief unidimensional instruments (mostly the Edinburgh Postnatal Depression Scale-EPDS) with focus on depression and not on other symptoms and disorders. Most cited studies were conducted in Western economically developed countries. Methods: We reviewed the literature on prevalence of postpartum depression and depressive symptoms in a wide range of countries. Results: 143 studies were identified reporting prevalence in 40 countries. It is demonstrated that there is a wide range of reported prevalence of PPD ranging from almost 0% to almost 60%. In some countries like Singapore, Malta, Malaysia, Austria and Denmark there are very few reports of PPD or postpartum depressive symptoms, whereas in other countries (e.g. Brazil, Guyana, Costa Rica, Italy, Chile, South Africa, Taiwan and Korea) reported postpartum depressive symptoms are very prevalent. Conclusions: We believe that the widely cited mean prevalence of PPD-10-15% is not representative of the actual global prevalence and magnitude of the problem, due to the wide range of reports. The variability in reported PPD might be due to cross-cultural variables, reporting style, differences in perception of mental health and its stigma, differences in socio-economic environments (e.g. poverty, levels of social support or its perception, nutrition, stress), and biological vulnerability factors. The elucidation of the underlying processes of this variability as well as the diversity of postpartum normal versus abnormal expressions of symptoms may contribute to better understanding of the diversified ante, peri- and postpartum phenomena. © 2005 Elsevier B.V. All rights reserved.","Cross cultural; Depression; Epidemiology; Postpartum; Women","Austria; Brazil; Chile; Costa Rica; cultural anthropology; Denmark; depression; Guyana; human; Italy; Korea; Malaysia; Malta; mental health; nutrition; perception; poverty; prevalence; priority journal; puerperal depression; puerperium; review; Singapore; social support; socioeconomics; South Africa; stress; Taiwan; Cross-Cultural Comparison; Cultural Diversity; Depression; Depression, Postpartum; Female; Humans; Prevalence; Social Behavior",Review,"Final","",Scopus,2-s2.0-33645009780
